id,Name,Latitude,Longitude,City,Address,Phone_number,n_bus,n_bike
restaurant184,Bar Al Tastavin,46.0669483711555,11.6521596908569,Castello Tesino,Loc. Rodena,+39 (0461) 593168,bus_stop546,bike_station68
restaurant185,Pizzeria al taglio Macapla,46.0608738530605,11.2416315078735,Pergine Valsugana,"Via Tre Novembre, 3 ",+39 (0461) 533184,bus_stop571,bike_station68
restaurant186,Dolomiti,46.0556027737462,11.4638471603394,Borgo Valsugana,"Via Temanza, 11",+39 (0461) 757193,bus_stop458,bike_station68
restaurant187,Chalet Panarotta,46.0488419525058,11.3200807571411,Pergine Valsugana,Loc. Panarotta,+39 (0461) 706507,bus_stop1957,bike_station68
restaurant188,Albergo Ristorante Pizzeria Sedran,46.0396077760603,11.2347435951233,Pergine Valsugana,"Via alla Stazione, 4 - S. Cristoforo",+39 (0461) 531539,bus_stop2214,bike_station68
restaurant189,Chalet Heidi,46.115847694466,11.6611289978027,Castello Tesino,Loc. Marande,+39 (0461) 1866060,bus_stop635,bike_station68
restaurant190,Miravalle,46.0084384867338,11.314480304718,Levico Terme,"Viale Venezia, 78",+39 (0461) 700080,bus_stop513,bike_station68
restaurant191,Chalet Rosa,46.005055293752,11.2419748306274,Calceranica Al Lago,"Via Bosentino, 1",+39 (0461) 724082,bus_stop562,bike_station51
restaurant192,Al Corso,46.012246194315,11.2996101379395,Levico Terme,"Via Dante, 35",,bus_stop487,bike_station68
restaurant193,Millennium,46.0167316504955,11.2944281101227,Levico Terme,"Viale Vittorio Emanuele, 50",+39 (0461) 703012,bus_stop512,bike_station68
restaurant194,Al Cristallo,46.0619458754105,11.2416529655457,Pergine Valsugana,"Via Chimelli, 4",+39 (0461) 510301,bus_stop2212,bike_station68
restaurant195,Taverna die Gonzaga,46.0125665961073,11.298086643219,Levico Terme,Via Garibaldi,+39 (0461) 701802,bus_stop512,bike_station68
restaurant196,Al Moro,46.0613279761805,11.2424468994141,Pergine Valsugana,"Via Tre Novembre, 22",+39 (0461) 532108,bus_stop2371,bike_station68
restaurant197,Taverna,46.0150254317992,11.2861347198486,Levico Terme,"Loc. Lago, 3",+39 (0461) 706243,bus_stop512,bike_station68
restaurant198,Al Faro,46.0369712844015,11.2433588504791,Pergine Valsugana,"Via della Valsugana, 18 - Ischia",+39 (0461) 534663,bus_stop1158,bike_station68
restaurant199,Bar Ristorante Pizzeria Minuetto,46.0630997650958,11.232168674469,Pergine Valsugana,"Viale Dante, 81",+39 (0461) 538087,bus_stop2049,bike_station68
restaurant200,Al Conte ,46.0114787127063,11.3021421432495,Levico Terme,"Via Regia, 8",+39 (0461) 702302,bus_stop487,bike_station68
restaurant201,Bar Ristorante Al Capriolo,46.081298253724,11.2655353546143,Pergine Valsugana,"Masi Alti, 11",,bus_stop2007,bike_station68
restaurant202,Giropizza VIP,46.0319660728167,11.2296152114868,Pergine Valsugana,"Fraz. Valcanover, 13",+39 (0461) 512282,bus_stop2222,bike_station68
restaurant203,Centrale,46.053391450831,11.458021402359,Borgo Valsugana,"Piazza Martiri, 5",,bus_stop494,bike_station68
restaurant204,Al Cipriani,46.0162473579629,11.4467239379883,Borgo Valsugana,"Via del Dosso, 121 - Val di Sella",,bus_stop495,bike_station68
restaurant205,El Filò,46.0067990798514,11.3048887252808,Levico Terme,"Viale Stazione, 64",+39 (0461) 706240,bus_stop638,bike_station68
restaurant206,Hotel Paoli - Alla Vedova,45.9894,11.2984,Caldonazzo,"Loc. Lochere, 6",+39 (0461) 700017,bus_stop1387,bike_station51
restaurant207,Giardino di Giada,46.0597794754413,11.2394213676453,Pergine Valsugana,"Via Roma, 20",+39 (0461) 512146,bus_stop571,bike_station68
restaurant208,Ai Larici,46.0514629858429,11.6548204421997,Castello Tesino,Loc. Celado,+39 (0461) 594147,bus_stop546,bike_station68
restaurant209,Bandus Braci e Pizza,46.0041759277763,11.2884521484375,Levico Terme,Via Claudia Augusta  ,+39 (0461) 709082,bus_stop558,bike_station68
restaurant210,Tavola Calda Bar Malene,46.1061189049888,11.6182994842529,Pieve Tesino,"Loc. Valmalene, 3",+39 (0461) 594627,bus_stop543,bike_station68
restaurant211,Conca D'Oro,46.0172159387867,11.6356801986694,Grigno,"Piazza Dante, 1",+39 (0461) 765126,bus_stop473,bike_station68
restaurant212,Valsugana,46.0634124278255,11.2327587604523,Pergine Valsugana,"Viale Dante, 42",+39 (0461) 510649,bus_stop2049,bike_station68
restaurant213,Gilda,45.9953964062115,11.2666511535645,Caldonazzo,"Via Brenta, 22",+39 (0461) 723446,bus_stop637,bike_station51
restaurant214,Angi,46.0471292783092,11.2332630157471,Pergine Valsugana,"Via dell'Angi, 59 - Canale",+39 (0461) 538037,bus_stop2317,bike_station68
restaurant215,Trattoria Crosara,46.0649608266733,11.633448600769,Castello Tesino,Piazza San Giorgio,+39 (04619 594245,bus_stop546,bike_station68
restaurant216,Stube Valzurg,46.238,11.1643,Vignola Falesina,"Fraz. Vignola, 22",+39 (0461) 511103,bus_stop1606,bike_station4
restaurant217,Aquila d'Oro,45.9920273235372,11.2627029418945,Caldonazzo,Via Roma,+39 (0461) 723116,bus_stop555,bike_station51
restaurant218,Due Spade,45.9916173547901,11.2616407871246,Caldonazzo,"Piazza Municipio, 2",+39 (0461) 723113,bus_stop555,bike_station51
restaurant219,Albergo Ristorante Da Ciolda,46.0323682940693,11.2303447723389,Pergine Valsugana,"Fraz. Valcanover, 95",+39 (0461) 548007,bus_stop2222,bike_station68
restaurant220,Aquilotto,45.9920273235372,11.2627029418945,Caldonazzo,"Viale Stazione, 4/a",+39 (0461) 718127,bus_stop555,bike_station51
restaurant221,Tre Faggi,46.0096605584359,11.4353084564209,Borgo Valsugana,Val di Sella,+39 (0461) 761016,bus_stop495,bike_station68
restaurant222,Cima XII,46.0429143843715,11.4608001708984,Borgo Valsugana,"Via Per Olle, 59",+39 (0461) 754555,bus_stop495,bike_station68
restaurant223,Cima D'Asta,46.0689,11.6099,Pieve Tesino,"Via Brigata Abruzzi, 2",+39 (0461) 592112,bus_stop542,bike_station68
restaurant224,Antiche Contrade,46.0550369217671,11.2362670898438,Pergine Valsugana,"Via al Lago, 11",+39 (0461) 538228,bus_stop548,bike_station68
restaurant225,RISTORANTE CINESE LA GIADA,46.2836881931,11.4367246627808,Castello-Molina di Fiemme,Via Roma 29,+39 (0462)230192,bus_stop2178,bike_station5
restaurant226,"BAR PIZZERIA ""I VOLTI""",46.2833655,11.48388,Cavalese,"Via Chiesa, 33/a",+39 (0462)231567,bus_stop2817,bike_station28
restaurant227,MASO DELLO SPECK,46.3054382284177,11.4361667633057,Ville di Fiemme,Via Pozze di Sopra 2,+39 (0462)342244,bus_stop815,bike_station5
restaurant228,RISTORANTE PIZZERIA MILLENIUM,46.309262494812,11.6013479232788,Predazzo,Via Fiamme Gialle 2/c,+39 (0462)502449,bus_stop1884,bike_station28
restaurant229,STEAK HOUSE DA POLDO,46.31663,11.59824,Predazzo,Via Mazzini 48,+39 (0462)502472,bus_stop25,bike_station5
restaurant230,STALA DEL NONO,46.3416246511521,11.5393352508545,Tesero,"Loc. Pampeago, 1",+39 (0462)813244,bus_stop1377,bike_station5
restaurant231,PIZZA SHOP,46.2876474315177,11.4440846443176,Ville di Fiemme,"Via Nazionale, 10",+39 (0462)232156,bus_stop11,bike_station5
restaurant232,PIZZA HOUSE,46.2888336644683,11.5112042427063,Tesero,"Via Roma, 43",+39 (0462)814668,bus_stop18,bike_station28
restaurant233,LA RUOTA,46.2713637883303,11.4178204536438,Castello-Molina di Fiemme,Via Quirino Prada 2,+39 (0462)230220,bus_stop109,bike_station5
restaurant234,VECCHIA OSTERIA,46.2925404768632,11.4577746391296,Cavalese,"Via IX Novembre, 14",+39 (0462)230361,bus_stop65,bike_station5
restaurant235,RISTORANTE PIZZERIA GAMS,46.3137238012574,11.5995669364929,Predazzo,Corso Dolomiti 13,+39 (0462)502322,bus_stop1884,bike_station5
restaurant236,RISTORANTE PIZZERIA ROMA,46.289412,11.5097609,Tesero,"Via Roma, 54",+39 (0462)813220,bus_stop18,bike_station28
restaurant237,RISTORANTE AL LAGO,46.2665331,11.406282,Castello-Molina di Fiemme,Stramentizzo Nuovo,+39 (0462)341235,bus_stop108,bike_station5
restaurant238,RISTORANTE ANCORA,46.3111078301165,11.6027855873108,Predazzo,"Via IX Novembre, 1",(0039) 0462 501651,bus_stop24,bike_station28
restaurant239,PIZZERIA PRONTO PIZZA,46.31311,11.60245,Predazzo,"Via Dante, 1",+39 (0462)502227,bus_stop1884,bike_station5
restaurant240,HORSES RISTO PUB,46.3000422974147,11.5981721878052,Predazzo,Via Lagorai 117,+39 (0462)500116,bus_stop2161,bike_station28
restaurant241,PIZZERIA DOLOMITI,46.2627478,11.337486,Capriana,Via Dallio G.B.,+39 (0462)816081,bus_stop105,bike_station5
restaurant242,RISTORANTE COSTA SALICI,46.2934004214863,11.4566373825073,Cavalese,"Via Costa Salici, 10",+39 (0462)340140,bus_stop65,bike_station5
restaurant243,LA PELLE DELL'ORSO,46.2901384910427,11.4340853691101,Ville di Fiemme,Via del Nonéndol - loc. veronza,+39 (0462)240654,bus_stop166,bike_station5
restaurant244,RISTORANTE PIZZERIA RELAX,46.3112041712146,11.6078925132751,Predazzo,Via Venezia 28,+39 (0462)502344,bus_stop24,bike_station28
restaurant245,PIZZERIA LA BRICIOLA,46.3044598847961,11.5947604179382,Predazzo,Via Fiamme Gialle 54,+39 (0462)500050,bus_stop2161,bike_station28
restaurant246,PIZZERIA DES ALPES,46.290197800603,11.478009223938,,via Marco 135 - 380330 CAVALESE,+39 (0462)231117,bus_stop157,bike_station5
restaurant247,PIZZERIA L'INCONTRO,46.3142425342196,11.6011548042297,Predazzo,Via Verdi 13/a,+39 (0462)502716,bus_stop1884,bike_station5
restaurant248,PIZZERIA BARCOLLO,46.3128123014276,11.6650986671448,Predazzo,c/o Centro Servizi,+39 (338)6704809,bus_stop732,bike_station28
restaurant249,RISTORANTE AGRITUR MASO SORTE,46.2778896908959,11.444878578186,Castello-Molina di Fiemme,Via Maso Sorte,+39 (0462)340522,bus_stop10,bike_station5
restaurant250,RISTORANTE AGRITUR PIANRESTEL,46.2883888301223,11.478009223938,Cavalese,Via del Gastaldo,+39 (0462)340960,bus_stop153,bike_station5
restaurant251,RISTORANTE LE CAORE,46.3196667043666,11.5028142929077,Tesero,"loc. Stava, 31",+39 (0462)814679,bus_stop1377,bike_station5
restaurant252,RISTORANTE PIZZERIA DEJAVU',46.305422,11.462465,Varena,Via A. Cantelger 2,+39 (347)7686059,bus_stop1378,bike_station5
restaurant253,RISTORANTE PIZZERIA LA BAITA,46.3145982339805,11.4715719223022,Varena,"Via Bancoline, 1",+39 (0462)230283,bus_stop1378,bike_station5
restaurant254,RISTORANTE AGRITUR SALANZADA,46.2722833943649,11.4645767211914,Cavalese,Loc. Salanzada 1,+39 (0462)235480,bus_stop15,bike_station28
restaurant255,PIZZERIA RISTORANTE EL CALDERON,46.2855566334027,11.4656496047974,Cavalese,"Via Cermis, 4",+39 (0462)340111,bus_stop15,bike_station5
restaurant256,RISTORANTE PIZZERIA LA CANTINETTA,46.302856,11.45444,Varena,"Via Val del Ru, 11",+39 (0462)342695,bus_stop767,bike_station5
restaurant257,PIZZERIA LA LANTERNA,46.300078,11.44749,Ville di Fiemme,"Via Ancona,2",+39 (0462)340607,bus_stop766,bike_station5
restaurant258,RISTORANTE PIZZERIA ANCORA,46.2895427,11.5105439,Tesero,Via IV Novembre 32,+39 (0462)813117,bus_stop18,bike_station28
restaurant259,LA SALERA,46.2915470757489,11.4627313613892,Cavalese,"Via Pizzegoda, 3",+39 (0462)341001,bus_stop14,bike_station5
restaurant260,RISTORANTE MIOLA,46.2978778459822,11.6067123413086,Predazzo,Loc. Miola 1,+39 (0462)501924,bus_stop23,bike_station28
restaurant261,RISTORANTE PIZZERIA MAJESTIC,46.30619,11.5982299,Predazzo,Via Fiamme Gialle 20/A,+39 (0462)500076,bus_stop23,bike_station28
restaurant262,PIZZERIA EXCELSIOR,46.2918769758785,11.4590406417847,Cavalese,Piazza Cesare Battisti 11,+39 (0462)248421,bus_stop1823,bike_station5
restaurant263,RISTORANTE AGRITUR FIOR DI BOSCO,46.2286295989053,11.3632965087891,Valfloriana,Loc. Comuni,+39 (0462)910002,bus_stop135,bike_station28
restaurant264,AL CANTUCCIO,46.29159,11.46059,Cavalese,"Via Unterberger, 14",+39 (0462)235040,bus_stop14,bike_station5
restaurant265,RISTORANTE PIZZERIA LA TRATTORIA,46.2825759959976,11.5234351158142,Tesero,Lago di Tesero,+39 (0462)810203,bus_stop820,bike_station28
restaurant266,RISTORANTE PIZZERIA GI & GIò,46.292948210911,11.4563369750977,Cavalese,"P.zza 12 Partigiani, 7",+39 (0462)342688,bus_stop65,bike_station5
restaurant267,PIZZA TIME,46.3098924355446,11.6021418571472,Predazzo,Via Trento 15,+39 (0462)501555,bus_stop24,bike_station28
restaurant268,"RISTORANTE ""EL MOLIN""",46.2919696440967,11.4602476358414,Cavalese,Piazza Cesare Battisti 11,,bus_stop1823,bike_station5
restaurant269,RISTORANTE PINETA,46.2700288488885,11.4207172393799,Castello-Molina di Fiemme,"Via Cadino, 2",+39 (0462)341332,bus_stop114,bike_station5
restaurant270,RISTORANTE VILLAGGIO,46.2476853,11.3463739,Valfloriana,Fraz. Villaggio 2/a,+39 (0462)910098,bus_stop129,bike_station28
restaurant271,PIZZERIA RISTORANTE L'ARCADE,46.3109522018304,11.6034078598022,Predazzo,"Via IX Novembre, 1 ",+39 (340)0021359,bus_stop24,bike_station28
restaurant272,TRATTORIA LA BERLOCCA,46.3113968529022,11.606605052948,Predazzo,Via Venezia 10/a,+39 (0462)502880,bus_stop24,bike_station28
restaurant273,RISTORANTE AGRITUR MASO CORRADINI,46.2796841778629,11.4326691627502,Castello-Molina di Fiemme,Via Milano 28,+39 (0462)231010,bus_stop112,bike_station5
restaurant274,RISTORANTE PIZZERIA ANGELO D'ORO,46.2904869337896,11.4606070518494,Cavalese,"Vicolo rasmo, 3",+39 (0462)235760,bus_stop14,bike_station5
restaurant275,BAR RISTORANTE LÖZE,46.299908874801,11.5994381904602,Predazzo,Via Lagorai 115,+39 (0462)502235,bus_stop2161,bike_station28
restaurant276,RISTORANTE LA STUA,46.292629437278,11.4588904380798,Cavalese,Piazza Dante,+39 (0462)340235,bus_stop1823,bike_station5
restaurant277,RISTORANTE AL MOLIN,46.285825,11.565681,Ziano di Fiemme,Via G.Verdi 20/a,+39 (0462)571442,bus_stop22,bike_station28
restaurant278,RISTORANTE AGRITUR MASO LENA,46.2976109898811,11.6019487380981,Predazzo,Località Löze,+39 (340)5923104,bus_stop2161,bike_station28
restaurant279,PIZZERIA HOTEL CANADA,46.3112856904729,11.6761708259583,Predazzo,Via della Torba 1,,bus_stop733,bike_station28
restaurant280,OSTERIA DE L'ACQUAROL,46.2854528328355,11.5387344360352,Panchià,Via nazionale 42,+39 (0462)813082,bus_stop20,bike_station28
restaurant281,PIZZERIA LA PIEVE,46.2886779728581,11.4615726470947,Cavalese,"Via Marconi, 13",+39 (0462)232060,bus_stop2591,bike_station5
restaurant282,PIZZERIA RISTORANTE VERONZA,46.2901533184388,11.4304804801941,Ville di Fiemme,Viale Veronza 3,+39 (0462)341734,bus_stop165,bike_station5
restaurant283,RISTORANTE AL CONVENTO,46.29189,11.4587299,Cavalese,"P.zza Rizzoli, 4",+39 (0462)342250,bus_stop1823,bike_station5
restaurant284,RISTORANTE PIZZERIA SOTTOVOCE,46.2872322439159,11.4211249351501,Castello-Molina di Fiemme,Via Nucleo Stazione 9,+39 (0462)235597,bus_stop2090,bike_station5
